"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","User deletes the profile with correct user_id","LMS service","Tue Aug 26 17:58:23 UTC 2025","passed","Tue Aug 26 17:58:24 UTC 2025","Delete entity","Users","",""
"","20","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:58:06 UTC 2025","passed","Tue Aug 26 17:58:06 UTC 2025","Validate entity","Exercises","",""
"","304","User deletes course with correct course_id","LMS service","Tue Aug 26 17:58:03 UTC 2025","passed","Tue Aug 26 17:58:03 UTC 2025","Delete entity","Courses","",""
"","16","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:58:09 UTC 2025","passed","Tue Aug 26 17:58:09 UTC 2025","Validate entity","Exercises","",""
"","556","User logs in with correct email and password","LMS service","Tue Aug 26 17:57:58 UTC 2025","passed","Tue Aug 26 17:57:58 UTC 2025","Login","Authentication","",""
"","255","User logs in with incorrect email","LMS service","Tue Aug 26 17:57:58 UTC 2025","passed","Tue Aug 26 17:57:59 UTC 2025","Validate entity","Authentication","",""
"","32","User creates the file with incorrect data","LMS service","Tue Aug 26 17:58:18 UTC 2025","passed","Tue Aug 26 17:58:18 UTC 2025","Validate entity","Files","",""
"","15","User deletes the file with incorrect file_id","LMS service","Tue Aug 26 17:58:20 UTC 2025","passed","Tue Aug 26 17:58:20 UTC 2025","Validate entity","Files","",""
"","289","User creates the exercise with correct course_id","LMS service","Tue Aug 26 17:58:13 UTC 2025","passed","Tue Aug 26 17:58:13 UTC 2025","Create entity","Exercises","",""
"","284","User gets the exercise with correct exercise_id","LMS service","Tue Aug 26 17:58:14 UTC 2025","passed","Tue Aug 26 17:58:14 UTC 2025","Get entity","Exercises","",""
"","266","User gets exercises with incorrect course_id","LMS service","Tue Aug 26 17:58:14 UTC 2025","passed","Tue Aug 26 17:58:15 UTC 2025","Validate entity","Exercises","",""
"","274","User deletes the profile with incorrect user_id","LMS service","Tue Aug 26 17:58:25 UTC 2025","passed","Tue Aug 26 17:58:25 UTC 2025","Validate entity","Users","",""
"","258","User gets the exercise with incorrect exercise_id","LMS service","Tue Aug 26 17:58:15 UTC 2025","passed","Tue Aug 26 17:58:15 UTC 2025","Validate entity","Exercises","",""
"","274","User updates the profile with correct user_id","LMS service","Tue Aug 26 17:58:26 UTC 2025","passed","Tue Aug 26 17:58:27 UTC 2025","Update entity","Users","",""
"","296","User updates the exercise with incorrect data","LMS service","Tue Aug 26 17:58:18 UTC 2025","passed","Tue Aug 26 17:58:18 UTC 2025","Validate entity","Exercises","",""
"","14","User creates course with incorrect data","LMS service","Tue Aug 26 17:58:02 UTC 2025","passed","Tue Aug 26 17:58:02 UTC 2025","Validate entity","Courses","",""
"","17","User updates the course with incorrect course data","LMS service","Tue Aug 26 17:58:09 UTC 2025","passed","Tue Aug 26 17:58:09 UTC 2025","Validate entity","Courses","",""
"","29","User gets all courses with correct user_id","LMS service","Tue Aug 26 17:58:05 UTC 2025","passed","Tue Aug 26 17:58:05 UTC 2025","Get entities","Courses","",""
"","292","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:58:14 UTC 2025","passed","Tue Aug 26 17:58:14 UTC 2025","Validate entity","Exercises","",""
"","37","User updates the course with correct course_id","LMS service","Tue Aug 26 17:58:07 UTC 2025","passed","Tue Aug 26 17:58:07 UTC 2025","Update entity","Courses","",""
"","292","User deletes the exercise with correct exercise_id","LMS service","Tue Aug 26 17:58:10 UTC 2025","passed","Tue Aug 26 17:58:10 UTC 2025","Delete entity","Exercises","",""
"","0","Refresh token with incorrect refresh_token","LMS service","Tue Aug 26 17:58:00 UTC 2025","broken","Tue Aug 26 17:58:00 UTC 2025","Validate entity","Authentication","",""
"","259","User gets the profile with correct user_id","LMS service","Tue Aug 26 17:58:25 UTC 2025","passed","Tue Aug 26 17:58:25 UTC 2025","Get entity","Users","",""
"","0","Refresh token with correct refresh_token","LMS service","Tue Aug 26 17:57:59 UTC 2025","broken","Tue Aug 26 17:57:59 UTC 2025","Refresh","Authentication","",""
"","322","User creates the profile with correct data","LMS service","Tue Aug 26 17:58:22 UTC 2025","passed","Tue Aug 26 17:58:22 UTC 2025","Create entity","Users","",""
"","23","User updates the exercise with correct exercise_id","LMS service","Tue Aug 26 17:58:17 UTC 2025","passed","Tue Aug 26 17:58:17 UTC 2025","Update entity","Exercises","",""
"","15","User gets all courses with incorrect user_id","LMS service","Tue Aug 26 17:58:04 UTC 2025","passed","Tue Aug 26 17:58:04 UTC 2025","Validate entity","Courses","",""
"","15","User updates the profile with incorrect user_id","LMS service","Tue Aug 26 17:58:29 UTC 2025","passed","Tue Aug 26 17:58:29 UTC 2025","Validate entity","Users","",""
"","13","User gets the file with correct file_id","LMS service","Tue Aug 26 17:58:22 UTC 2025","passed","Tue Aug 26 17:58:22 UTC 2025","Get entity","Files","",""
"","557","User creates the file with correct data","LMS service","Tue Aug 26 17:58:16 UTC 2025","passed","Tue Aug 26 17:58:16 UTC 2025","Create entity","Files","",""
"","266","User updates the profile with incorrect data","LMS service","Tue Aug 26 17:58:28 UTC 2025","passed","Tue Aug 26 17:58:28 UTC 2025","Validate entity","Users","",""
"","22","User deletes the file with correct file_id","LMS service","Tue Aug 26 17:58:19 UTC 2025","passed","Tue Aug 26 17:58:19 UTC 2025","Delete entity","Files","",""
"","277","User creates the profile with incorrect data","LMS service","Tue Aug 26 17:58:23 UTC 2025","passed","Tue Aug 26 17:58:23 UTC 2025","Validate entity","Users","",""
"","289","User creates the exercise with incorrect data","LMS service","Tue Aug 26 17:58:07 UTC 2025","passed","Tue Aug 26 17:58:08 UTC 2025","Validate entity","Exercises","",""
"","14","User gets the course with incorrect course_id","LMS service","Tue Aug 26 17:58:06 UTC 2025","passed","Tue Aug 26 17:58:06 UTC 2025","Validate entity","Courses","",""
"","289","User gets exercises with correct course_id","LMS service","Tue Aug 26 17:58:12 UTC 2025","passed","Tue Aug 26 17:58:13 UTC 2025","Get entities","Exercises","",""
"","267","User updates the course with incorrect course_id","LMS service","Tue Aug 26 17:58:11 UTC 2025","passed","Tue Aug 26 17:58:12 UTC 2025","Validate entity","Courses","",""
"","289","User updates the course with incorrect course data","LMS service","Tue Aug 26 17:58:10 UTC 2025","passed","Tue Aug 26 17:58:10 UTC 2025","Validate entity","Courses","",""
"","22","User deletes course with incorrect course_id","LMS service","Tue Aug 26 17:58:04 UTC 2025","passed","Tue Aug 26 17:58:04 UTC 2025","Validate entity","Courses","",""
"","262","User creates the file with incorrect data","LMS service","Tue Aug 26 17:58:17 UTC 2025","passed","Tue Aug 26 17:58:17 UTC 2025","Validate entity","Files","",""
"","26","User gets the file with incorrect file_id","LMS service","Tue Aug 26 17:58:23 UTC 2025","passed","Tue Aug 26 17:58:23 UTC 2025","Validate entity","Files","",""
"","19","User creates course with incorrect data","LMS service","Tue Aug 26 17:57:58 UTC 2025","passed","Tue Aug 26 17:57:58 UTC 2025","Validate entity","Courses","",""
